restaurant_00000047	2	ephesus	choose from cascal , ephesus or sweet greens	none	none	redmond	none	none	moderately priced	none	ephesus	none
restaurant_00000048	0	hi ! can you reserve me a table for 6 tomorrow at 5.30 pm		none	tomorrow	none	none	6	none	none	none	5.30 pm
restaurant_00000048	1	the restaurant is sumiko	which restaurant	none	tomorrow	none	none	6	none	none	sumiko	5.30 pm
restaurant_00000048	2	ok thanks goodbye	i am unable to book for 6 tomorrow at the sumiko	none	tomorrow	none	none	6	none	none	sumiko	5.30 pm
restaurant_00000049	0	hi . can you reserve a restaurant at 5.30 pm for me ?		none	none	none	none	none	none	none	none	5.30 pm
restaurant_00000049	1	the date is actually next monday at cheese cake factory and it ' ll be for 3 people .	certainly . how many people will attend ?	none	next monday	none	none	3	none	none	cheese cake factory	5.30 pm
restaurant_00000049	2	we actually can ' t do it then . are there any other openings ?	they ' re already fully booked on monday at 5.30 pm , but they have openings for 6 pm or 6.15 pm . would you be interested in either of those times ?	none	next monday	none	none	3	none	none	cheese cake factory	5.30 pm
restaurant_00000049	3	that won ' t work either . what else is available ?	they also can put you down for 7 pm , 7.30 pm or 8 pm ?	none	next monday	none	none	3	none	none	cheese cake factory	5.30 pm
restaurant_00000049	4	ok , we ' ll figure out something else . thanks . bye !	i ' m sorry , but those are the only openings on next monday at cheese cake factory .	none	next monday	none	none	3	none	none	cheese cake factory	5.30 pm
restaurant_00000052	0	i ' d like to book a restaurant reservation for 7.15 pm .		none	none	none	none	none	none	none	none	7.15 pm
restaurant_00000052	1	yep .	7.15 pm , correct ?	none	none	none	none	none	none	none	none	7.15 pm
restaurant_00000052	2	tomorrow . 5 people .	what date and for how many people ?	none	tomorrow	none	none	5	none	none	none	7.15 pm
restaurant_00000052	3	amber india .	which restaurant ?	none	tomorrow	none	none	5	none	none	amber india	7.15 pm
restaurant_00000052	4	none of those work .	7.15 pm is unavailable . how about 6 pm , 6.30 pm , 7 pm , or 8 pm ?	none	tomorrow	none	none	5	none	none	amber india	7.15 pm
restaurant_00000052	5	yes please !	looks like 8.30 pm is available . do you want to book it ?	none	tomorrow	none	none	5	none	none	amber india	8.30 pm
restaurant_00000052	6	bye	ok , you have a reservation for tomorrow at 8.30 pm at amber india for 5 people .	none	tomorrow	none	none	5	none	none	amber india	8.30 pm
restaurant_00000053	0	hi ! make reservation at 7.15 pm		none	none	none	none	none	none	none	none	7.15 pm
restaurant_00000053	1	wednesday and 5 people	please provide the date and number of people	none	wednesday	none	none	5	none	none	none	7.15 pm
restaurant_00000053	2	sumiko restaurant	and which restaurant do you want to dine at ?	none	wednesday	none	none	5	none	none	sumiko	7.15 pm
restaurant_00000053	3	time is 7.30 pm	unable to get 7.15 pm . choose from the following times : 6 pm , 6.15 pm or 7.30 pm .	none	wednesday	none	none	5	none	none	sumiko	7.30 pm
restaurant_00000053	4	thanks .	reservation confirmed for wednesday , 7.30 pm for 5 people at sumiko	none	wednesday	none	none	5	none	none	sumiko	7.30 pm
restaurant_00000057	0	hi ! i want to make a reservation at a restaurant		none	none	none	none	none	none	none	none	none
restaurant_00000057	1	the date is next monday and the time is 8 pm for the pompei restaurant with 4 people in the party	what is the name of the restaurant and what time would you like to be seated	none	next monday	none	none	4	none	none	pompei	8 pm
restaurant_00000057	2	thanks ! goodbye	i ' m sorry , but i wasn ' t able to make the reservation for next monday at 8 pm at the pompei restaurant for 4 people	none	next monday	none	none	4	none	none	pompei	8 pm
restaurant_00000058	0	find nearby restaurants		none	none	none	none	none	none	none	none	none
restaurant_00000058	1	any kind is fine . i need a location near madison .	what type of cuisine are you looking for and in what area ?	dontcare	none	madison	none	none	none	none	none	none
restaurant_00000058	2	i didn ' t understand the options . could you tell me them again ?	i have found 3 restaurants . they are amarin , boats or cetrella .	dontcare	none	madison	none	none	none	none	none	none
restaurant_00000058	3	i am going to choose amarin .	the name of the restaurants are amarin , boats or cetrella	dontcare	none	madison	none	none	none	none	amarin	none
restaurant_00000061	0	make a restaurant reservation for next monday at 5.30 pm		none	next monday	none	none	none	none	none	none	5.30 pm
restaurant_00000061	1	cascal	which restaurant	none	next monday	none	none	none	none	none	cascal	5.30 pm
restaurant_00000061	2	3	how many people will be going	none	next monday	none	none	3	none	none	cascal	5.30 pm
restaurant_00000061	3	no	5.30 pm is unavailable can you do 5 pm , 6.30 pm or 7.15 pm ?	none	next monday	none	none	3	none	none	cascal	5.30 pm
restaurant_00000061	4	ok , thank you goodbye	i ' m sorry there are no spots available at 5.30 pm at cascal	none	next monday	none	none	3	none	none	cascal	5.30 pm
restaurant_00000062	0	hi , what ' s a restaurant on kirkland ?		none	none	kirkland	none	none	none	none	none	none
restaurant_00000062	1	thai food , please .	what kind of food are you looking for ?	thai	none	kirkland	none	none	none	none	none	none
restaurant_00000062	2	i ' ll take pompei , please .	here are your options : the ivy , angel , or pompei .	thai	none	kirkland	none	none	none	none	pompei	none
restaurant_00000063	0	hello , i ' d like to make reservations to a restaurant .		none	none	none	none	none	none	none	none	none
restaurant_00000063	1	the number of people is 5 and the restaurant is called sakoon .	how many people are attending , and what is the name of the restaurant ?	none	none	none	none	5	none	none	sakoon	none
restaurant_00000063	2	yes , at 7.15 pm	could you give me a time ?	none	none	none	none	5	none	none	sakoon	7.15 pm
restaurant_00000063	3	the date is tomorrow .	ok great . what date ?	none	tomorrow	none	none	5	none	none	sakoon	7.15 pm
restaurant_00000063	4	yes , i agree that tomorrow is the right date .	did you say you wanted the reservations for tomorrow ?	none	tomorrow	none	none	5	none	none	sakoon	7.15 pm
restaurant_00000063	5	i ' ll take 8.30 pm .	sorry , but it turns out that 7.15 pm is all booked . please choose from the following : 6 pm , 7.30 pm , or 8.30 pm .	none	tomorrow	none	none	5	none	none	sakoon	8.30 pm
restaurant_00000063	6	goodbye .	the reservation has been confirmed for tomorrow , 8.30 pm at sakoon for 5 people .	none	tomorrow	none	none	5	none	none	sakoon	8.30 pm
restaurant_00000065	0	hi ! can you reserve a restaurant for wednesday for 3 people ?		none	wednesday	none	none	3	none	none	none	none
restaurant_00000065	1	sakoon	sure , where ?	none	wednesday	none	none	3	none	none	sakoon	none
restaurant_00000065	2	it doesn ' t matter	what time would you like the reservation for ?	none	wednesday	none	none	3	none	none	sakoon	dontcare
restaurant_00000065	3	6 pm works	ok , there is a 5 pm , 6 pm or 8.30 pm	none	wednesday	none	none	3	none	none	sakoon	6 pm
restaurant_00000065	4	bye !	ok , you have a reservation at sakoon on wednesday at 6 pm for 3 people .	none	wednesday	none	none	3	none	none	sakoon	6 pm
restaurant_00000069	0	hi ! please reserve table at restaurant		none	none	none	none	none	none	none	none	none
restaurant_00000069	1	next monday	date ?	none	next monday	none	none	none	none	none	none	none
restaurant_00000069	2	yes , next monday	next monday , did i get that right ?	none	next monday	none	none	none	none	none	none	none
restaurant_00000069	3	sumiko	at which restaurant ?	none	next monday	none	none	none	none	none	sumiko	none
restaurant_00000069	4	yes , sumiko	that ' s sumiko , correct ?	none	next monday	none	none	none	none	none	sumiko	none
restaurant_00000069	5	6	total party size ?	none	next monday	none	none	6	none	none	sumiko	none
restaurant_00000069	6	yes , 6	you said 6 , is that correct ?	none	next monday	none	none	6	none	none	sumiko	none
restaurant_00000069	7	7.15 pm	and what time ?	none	next monday	none	none	6	none	none	sumiko	7.15 pm
restaurant_00000069	8	yes , all details are correct	just to make sure , you want to name the reservation at sumiko restaurant next monday for a 6 at 7.15 pm , did i get all that right ?	none	next monday	none	none	6	none	none	sumiko	7.15 pm
restaurant_00000069	9	thanks and goodbye	reservation confirmed	none	next monday	none	none	6	none	none	sumiko	7.15 pm
restaurant_00000070	0	hello , find me an inexpensive dinner restaurant in madison		none	none	madison	dinner	none	inexpensive	none	none	none
restaurant_00000070	1	yes .	confirming what you want , do you want an inexpensive dinner in madison ?	none	none	madison	dinner	none	inexpensive	none	none	none
restaurant_00000070	2	los altos grill works .	i found three , .ink or the hudson room or los altos grill . which one do you want ?	none	none	madison	dinner	none	inexpensive	none	los altos grill	none
restaurant_00000073	0	hi , i want to book a table for 6 pm		none	none	none	none	none	none	none	none	6 pm
restaurant_00000073	1	amber india	ok , what restaurant ?	none	none	none	none	none	none	none	amber india	6 pm
restaurant_00000073	2	make it for tomorrow and for 5 people	what date , and for how many people	none	tomorrow	none	none	5	none	none	amber india	6 pm
restaurant_00000073	3	yes you do .	ok , reservation tomorrow at 6 pm at amber india for 5 people , do i have that right ?	none	tomorrow	none	none	5	none	none	amber india	6 pm
restaurant_00000073	4	bye !	ok , success ! you now have a reservation tomorrow at 6 pm at amber india for 5 people	none	tomorrow	none	none	5	none	none	amber india	6 pm
restaurant_00000077	0	hey , find me a restaurant		none	none	none	none	none	none	none	none	none
restaurant_00000077	1	thai sounds good	what type of food would you like ?	thai	none	none	none	none	none	none	none	none
restaurant_00000077	2	i ' d like a michelin rated expensive place in redmond	what price range and rating would you like and in what area would you like the restaurant to be ?	thai	none	redmond	none	none	expensive	michelin rated	none	none
restaurant_00000077	3	breakfast	what type of meal would you like ?	thai	none	redmond	breakfast	none	expensive	michelin rated	none	none
restaurant_00000077	4	sakoon please	there are three choices . the ivy , los altos grill or sakoon	thai	none	redmond	breakfast	none	expensive	michelin rated	sakoon	none
restaurant_00000080	0	i want to make reservations		none	none	none	none	none	none	none	none	none
restaurant_00000080	1	7.15 pm	what time ?	none	none	none	none	none	none	none	none	7.15 pm
restaurant_00000080	2	pompei	at which restaurant ?	none	none	none	none	none	none	none	pompei	7.15 pm
restaurant_00000080	3	2	how many people will be coming with you ?	none	none	none	none	2	none	none	pompei	7.15 pm
restaurant_00000080	4	yes , 2	only 2 ?	none	none	none	none	2	none	none	pompei	7.15 pm
restaurant_00000080	5	tomorrow	what day would you like to go ?	none	tomorrow	none	none	2	none	none	pompei	7.15 pm
restaurant_00000080	6	no that won ' t work	7.15 pm isn ' t available , is 6.15 pm or 8 pm okay ?	none	tomorrow	none	none	2	none	none	pompei	7.15 pm
restaurant_00000081	0	book a table		none	none	none	none	none	none	none	none	none
restaurant_00000081	1	i ' m going to have 6 people on next monday .	could i have the date and number of people , please ?	none	next monday	none	none	6	none	none	none	none
restaurant_00000081	2	yes , please .	should i make reservation for 6 people on next monday ?	none	next monday	none	none	6	none	none	none	none
restaurant_00000081	3	at il fornaio , please .	where would you like to get a table ?	none	next monday	none	none	6	none	none	il fornaio	none
restaurant_00000081	4	8 pm will work .	what time is best for you ?	none	next monday	none	none	6	none	none	il fornaio	8 pm
restaurant_00000081	5	yes , please .	should i book a table for 8 pm ?	none	next monday	none	none	6	none	none	il fornaio	8 pm
restaurant_00000081	6	sorry , that time doesn ' t work . don ' t ' book it .	i ' m sorry , there are no available tables for 8 pm . you could book a table there for 6 pm , 7 pm , or 7.30 pm .	none	next monday	none	none	6	none	none	il fornaio	8 pm
restaurant_00000081	7	ok . thanks , bye .	the table for 6 people at il fornaio for next monday hasn ' t been booked .	none	next monday	none	none	6	none	none	il fornaio	8 pm
restaurant_00000083	0	book a table		none	none	none	none	none	none	none	none	none
restaurant_00000083	1	8 pm tomorrow	what ' s the time and date ?	none	tomorrow	none	none	none	none	none	none	8 pm
restaurant_00000083	2	5 people for il fornaio	how many people and what ' s the name of the restaurant ?	none	tomorrow	none	none	5	none	none	il fornaio	8 pm
restaurant_00000083	3	nevermind	8 pm isn ' t available tomorrow but 6.15 pm and 7.30 pm are	none	tomorrow	none	none	5	none	none	il fornaio	8 pm
restaurant_00000084	0	book me a table for 7.30 pm friday		none	friday	none	none	none	none	none	none	7.30 pm
restaurant_00000084	1	yes	is : 7.30 pm correct	none	friday	none	none	none	none	none	none	7.30 pm
restaurant_00000084	2	2 for the los altos grill	what place , how many people	none	friday	none	none	2	none	none	los altos grill	7.30 pm
restaurant_00000084	3	yes	confirm 2 for the los altos grill	none	friday	none	none	2	none	none	los altos grill	7.30 pm
restaurant_00000084	4	no way	7.30 pm not possible , how about 6.30 pm 7 pm or 8 pm	none	friday	none	none	2	none	none	los altos grill	7.30 pm
restaurant_00000084	5	thanks ! nevermind	unable to reserve 2 for the los altos grill	none	friday	none	none	2	none	none	los altos grill	7.30 pm
restaurant_00000085	0	i ' d like to get a table at a restaurant on friday .		none	friday	none	none	none	none	none	none	none
restaurant_00000085	1	i ' d like a table at sushi boat for 4 people .	where would you like to book a table and how many people do you have ?	none	friday	none	none	4	none	none	sushi boat	none
restaurant_00000085	2	anytime would be fine .	what time works best for you ?	none	friday	none	none	4	none	none	sushi boat	dontcare
restaurant_00000085	3	that ' s a shame , thank you , though . bye !	i ' m sorry i couldn ' t book a table for 4 people at sushi boat on friday .	none	friday	none	none	4	none	none	sushi boat	dontcare
restaurant_00000088	0	hello i ' d like to make a reservation		none	none	none	none	none	none	none	none	none
restaurant_00000088	1	6	great how many people	none	none	none	none	6	none	none	none	none
restaurant_00000088	2	sakoon	what is the name of the restaurant	none	none	none	none	6	none	none	sakoon	none
restaurant_00000088	3	anytime	what time	none	none	none	none	6	none	none	sakoon	dontcare
restaurant_00000088	4	next monday	what is the date for the reservation	none	next monday	none	none	6	none	none	sakoon	dontcare
restaurant_00000088	5	yes	how is 8 pm	none	next monday	none	none	6	none	none	sakoon	8 pm
restaurant_00000088	6	thank you good bye	reservation confirmed for next monday at 8 pm for 6 people at sakoon	none	next monday	none	none	6	none	none	sakoon	8 pm
restaurant_00000089	0	dinner at restaurant in morristown		none	none	morristown	dinner	none	none	none	none	none
restaurant_00000089	1	expensive italian dining	what food , price , and rating	italian	none	morristown	dinner	none	expensive	dontcare	none	none
restaurant_00000089	2	i ' ll take amarin	how about high rooftop lounge , amarin , or sakoon	italian	none	morristown	dinner	none	expensive	dontcare	amarin	none
restaurant_00000090	0	hi can you make me a reservation for a restaurant next monday ?		none	next monday	none	none	none	none	none	none	none
restaurant_00000090	1	6 people , oren hummus restaurant .	sure , how many people and what ' s the name of the restaurant ?	none	next monday	none	none	6	none	none	oren hummus	none
restaurant_00000090	2	whatever is available is fine .	what time would you like to dine ?	none	next monday	none	none	6	none	none	oren hummus	dontcare
restaurant_00000090	3	none of those .	great . i have 6 pm , ^ 6.15 pm , or 8 pm available . which do you prefer ?	none	next monday	none	none	6	none	none	oren hummus	dontcare
restaurant_00000090	4	yes please .	how about 6.30 pm ?	none	next monday	none	none	6	none	none	oren hummus	6.30 pm
restaurant_00000090	5	thank you and goodbye .	great . here ' s your confirmation details : oren hummus , next monday at 6.30 pm for 6 people .	none	next monday	none	none	6	none	none	oren hummus	6.30 pm
restaurant_00000091	0	hi , i want to reserve a table for 7.15 pm		none	none	none	none	none	none	none	none	7.15 pm
restaurant_00000091	1	this is for friday at sakoon restaurant . there are 6 people .	how many people is the reservation for , and at which restaurant ?	none	friday	none	none	6	none	none	sakoon	7.15 pm
restaurant_00000091	2	ok , i ' ll take 5 pm .	i can ' t book a reservation for 7.15 pm , but i can do 5 pm or 6.30 pm .	none	friday	none	none	6	none	none	sakoon	5 pm
restaurant_00000091	3	thanks , bye .	your table for 6 at sakoon is booked for friday at 5 pm .	none	friday	none	none	6	none	none	sakoon	5 pm
restaurant_00000092	0	i ' d like to make a reservation .		none	none	none	none	none	none	none	none	none
restaurant_00000092	1	this friday	please give me the details for the reservation	none	friday	none	none	none	none	none	none	none
