movies_00000018	0	hi there . purchase movie tickets at century 25 union city and xd for a man called ove on wednesday		wednesday	a man called ove	none	century 25 union city and xd	none
movies_00000018	1	6:00 pm and 3 tickets	what time would you like and how many tickets ?	wednesday	a man called ove	3	century 25 union city and xd	6:00 pm
movies_00000018	2	yes	you would like 6:00 pm ?	wednesday	a man called ove	3	century 25 union city and xd	6:00 pm
movies_00000018	3	bye	your 3 tickets have been purchased . century 25 union city and xd march 08 at 6:00 pm for a man called ove	wednesday	a man called ove	3	century 25 union city and xd	6:00 pm
movies_00000019	0	hi , can you get 6 tickets for amc newpark 12 ?		none	none	6	amc newpark 12	none
movies_00000019	1	how about 8:00 pm for wednesday for 12 angry men	sure , what date and time and what movie would you like ?	wednesday	12 angry men	6	amc newpark 12	8:00 pm
movies_00000019	2	yes .	okay , you said 8:00 pm right ?	wednesday	12 angry men	6	amc newpark 12	8:00 pm
movies_00000020	0	i need to buy 3 tickets for 10:00 pm at cinelux plaza theatre		none	none	3	cinelux plaza theatre	10:00 pm
movies_00000020	1	12 angry men tomorrow .	please specify date and movie .	tomorrow	12 angry men	3	cinelux plaza theatre	10:00 pm
movies_00000020	2	that ' s right	please confirm 10:00 pm is show time .	tomorrow	12 angry men	3	cinelux plaza theatre	10:00 pm
movies_00000020	3	bye	your purchase is confirmed for 3 tickets for 12 angry men at cinelux plaza theatre at 10:00 pm march 08 .	tomorrow	12 angry men	3	cinelux plaza theatre	10:00 pm
movies_00000021	0	hi , i need movie tickets for wednesday in theater cinelux almaden cafe & lounge .		wednesday	none	none	cinelux almaden cafe & lounge	none
movies_00000021	1	the movie is 12 angry men and the number of tickets is 6 .	which movie you would like and number of tickets ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	none
movies_00000021	2	time is 4:00 pm .	what time you would prefer ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	4:00 pm
movies_00000021	3	yes	please confirm for me that the time is 4:00 pm .	wednesday	12 angry men	6	cinelux almaden cafe & lounge	4:00 pm
movies_00000025	0	i want to buy movie tickets at cinelux almaden cafe & lounge		none	none	none	cinelux almaden cafe & lounge	none
movies_00000025	1	12 angry men at 8:00 pm	what day and time would you like ?	none	12 angry men	none	cinelux almaden cafe & lounge	8:00 pm
movies_00000025	2	6 tickets for wednesday .	how many tickets would you like and for what time ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	8:00 pm
movies_00000025	3	yes 8:00 pm	at 8:00 pm ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	8:00 pm
movies_00000026	0	i want to buy movie tickets at cinelux almaden cafe & lounge		none	none	none	cinelux almaden cafe & lounge	none
movies_00000026	1	12 angry men at 8:00 pm	what day and time would you like ?	none	12 angry men	none	cinelux almaden cafe & lounge	8:00 pm
movies_00000026	2	6 tickets for wednesday .	how many tickets would you like and for what time ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	8:00 pm
movies_00000026	3	yes 8:00 pm	at 8:00 pm ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	8:00 pm
movies_00000027	0	hi , i need movie tickets for wednesday in theater cinelux almaden cafe & lounge .		wednesday	none	none	cinelux almaden cafe & lounge	none
movies_00000027	1	the movie is 12 angry men and the number of tickets is 6 .	which movie you would like and number of tickets ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	none
movies_00000027	2	time is 4:00 pm .	what time you would prefer ?	wednesday	12 angry men	6	cinelux almaden cafe & lounge	4:00 pm
movies_00000027	3	yes	please confirm that the time you want is 4:00 pm .	wednesday	12 angry men	6	cinelux almaden cafe & lounge	4:00 pm
movies_00000028	0	buy me movie tickets at century cinemas 16 for tuesday .		tuesday	none	none	century cinemas 16	none
movies_00000028	1	6 tickets for the 6:00 pm showing for 12 angry men .	how many tickets , what movie and for what time ?	tuesday	12 angry men	6	century cinemas 16	6:00 pm
movies_00000028	2	yes	ok , so you want tickets for 6:00 pm ?	tuesday	12 angry men	6	century cinemas 16	6:00 pm
movies_00000028	3	bye .	ok , 6 tickets for the 6:00 pm showing of 12 angry men march 07 at century cinemas 16 have been purchased .	tuesday	12 angry men	6	century cinemas 16	6:00 pm
movies_00000029	0	hi , can you get 6 tickets for amc newpark 12 ?		none	none	6	amc newpark 12	none
movies_00000029	1	how about 8:00 pm for wednesday for 12 angry men	sure , what date and time and what movie would you like ?	wednesday	12 angry men	6	amc newpark 12	8:00 pm
movies_00000029	2	yes .	okay , you said 8:00 pm right ?	wednesday	12 angry men	6	amc newpark 12	8:00 pm
movies_00000030	0	hi , i want to buy tickets for achcham yenbadhu madamaiyada		none	achcham yenbadhu madamaiyada	none	none	none
movies_00000030	1	6 tickets at amc newpark 12 at 4:00 pm on wednesday	sure . please state the number of tickets you want to buy , as well as your preferred theater , time and date .	wednesday	achcham yenbadhu madamaiyada	6	amc newpark 12	4:00 pm
movies_00000030	2	okay . bye !	do you want to confirm 4:00 pm ?	wednesday	achcham yenbadhu madamaiyada	6	amc newpark 12	4:00 pm
movies_00000030	3	thanks .	alright , your purchase of 6 tickets for achcham yenbadhu madamaiyada on march march 08 at 4:00 pm at the amc newpark 12 is confirmed .	wednesday	achcham yenbadhu madamaiyada	6	amc newpark 12	4:00 pm
movies_00000031	0	can i buy 6 movie tickets ?		none	none	6	none	none
movies_00000031	1	the film achcham yenbadhu madamaiyada on wednesday at cinelux almaden cafe & lounge .	what movie and movie theater are you looking for , as well as the date ?	wednesday	achcham yenbadhu madamaiyada	6	cinelux almaden cafe & lounge	none
movies_00000031	2	6:00 pm .	what time ?	wednesday	achcham yenbadhu madamaiyada	6	cinelux almaden cafe & lounge	6:00 pm
movies_00000031	3	yes .	is 6:00 pm the correct time ?	wednesday	achcham yenbadhu madamaiyada	6	cinelux almaden cafe & lounge	6:00 pm
movies_00000031	4	thank you , goodbye .	your tickets have been purchased .	wednesday	achcham yenbadhu madamaiyada	6	cinelux almaden cafe & lounge	6:00 pm
movies_00000038	0	hi ! purchase movie tickets for wednesday at amc cupertino square 16		wednesday	none	none	amc cupertino square 16	none
movies_00000038	1	6 tickets for achcham yenbadhu madamaiyada at 6:00 pm	first i need a little more information : what movie , showtime , and number of tickets	wednesday	achcham yenbadhu madamaiyada	6	amc cupertino square 16	6:00 pm
movies_00000038	2	yes 6:00 pm showtime	please confirm that you want the 6:00 pm showtime .	wednesday	achcham yenbadhu madamaiyada	6	amc cupertino square 16	6:00 pm
movies_00000038	3	thanks	purchased 6 tickets for achcham yenbadhu madamaiyada amc cupertino square 16 march 08 6:00 pm	wednesday	achcham yenbadhu madamaiyada	6	amc cupertino square 16	6:00 pm
movies_00000041	0	i need movie tickets for century at pacific commons		none	none	none	century at pacific commons	none
movies_00000041	1	2 tickets on wednesday , for the movie achcham yenbadhu madamaiyada at 6:00 pm	how many tickets , for which movie , and what date and time ?	wednesday	achcham yenbadhu madamaiyada	2	century at pacific commons	6:00 pm
movies_00000041	2	yes 6:00 pm	6:00 pm correct ?	wednesday	achcham yenbadhu madamaiyada	2	century at pacific commons	6:00 pm
movies_00000041	3	thanks ! bye .	ok . i ' ve purchased 2 tickets at century at pacific commons for march march 08 for the movieachcham achcham yenbadhu madamaiyada at 6:00 pm	wednesday	achcham yenbadhu madamaiyada	2	century at pacific commons	6:00 pm
movies_00000042	0	hello . please buy movie tickets for the movie achcham yenbadhu madamaiyada for wednesday at 6:00 pm at cinelux almaden cafe & lounge .		wednesday	achcham yenbadhu madamaiyada	none	cinelux almaden cafe & lounge	6:00 pm
movies_00000042	1	2 tickets	how many tickets would you like ?	wednesday	achcham yenbadhu madamaiyada	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000042	2	confirm	you want the 6:00 pm show , right ?	wednesday	achcham yenbadhu madamaiyada	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000042	3	thank you	your purchase is confirmed . you have 2 tickets for the movie achcham yenbadhu madamaiyada for 6:00 pm march 08 at cinelux almaden cafe & lounge .	wednesday	achcham yenbadhu madamaiyada	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000043	0	hey i want to get 3 movie tickets for achcham yenbadhu madamaiyada tomorrow		tomorrow	achcham yenbadhu madamaiyada	3	none	none
movies_00000043	1	i want to go to amc cupertino square 16 at 8:00 pm	i can help with that . what theater would you like and what time do you prefer ?	tomorrow	achcham yenbadhu madamaiyada	3	amc cupertino square 16	8:00 pm
movies_00000043	2	yes	okay , 8:00 pm . is that correct ?	tomorrow	achcham yenbadhu madamaiyada	3	amc cupertino square 16	8:00 pm
movies_00000043	3	bye	okay i ' ve purchased 3 tickets for achcham yenbadhu madamaiyada on march march 08 at 8:00 pm at amc cupertino square 16	tomorrow	achcham yenbadhu madamaiyada	3	amc cupertino square 16	8:00 pm
movies_00000046	0	i need movie tickets for the cinearts @ santana row on wednesday at 6:00 pm .		wednesday	none	none	cinearts @ santana row	6:00 pm
movies_00000046	1	i need 2 tickets for achcham yenbadhu madamaiyada .	which movie do you want to see , and how many tickets do you need ?	wednesday	achcham yenbadhu madamaiyada	2	cinearts @ santana row	6:00 pm
movies_00000046	2	yes , 6:00 pm .	for 6:00 pm ?	wednesday	achcham yenbadhu madamaiyada	2	cinearts @ santana row	6:00 pm
movies_00000046	3	thank you .	you now have 2 tickets for the 6:00 pm showing of achcham yenbadhu madamaiyada on march 08 at the cinearts @ santana row .	wednesday	achcham yenbadhu madamaiyada	2	cinearts @ santana row	6:00 pm
movies_00000057	0	hello , please purchase tickets for the movie american pastoral .		none	american pastoral	none	none	none
movies_00000057	1	theatre name is cinelux almaden cafe & lounge and time is 6:00 pm	please state time and theater name .	none	american pastoral	none	cinelux almaden cafe & lounge	6:00 pm
movies_00000057	2	number of tickets is 2 and date is next wednesday .	please state the number of tickets and date for the movie .	wednesday	american pastoral	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000057	3	yes , 6:00 pm .	please confirm the time as 6:00 pm ?	wednesday	american pastoral	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000057	4	goodbye .	purchase confirmed with given details movie is american pastoral and number of tickets is 2 and time is 6:00 pm and date is march 08 and theatre name is cinelux almaden cafe & lounge .	wednesday	american pastoral	2	cinelux almaden cafe & lounge	6:00 pm
movies_00000059	0	buy 6 movie tickets for the cinearts @ santana row for tuesday		tuesday	none	6	cinearts @ santana row	none
movies_00000059	1	the 4:00 pm showing of american pastoral	okay , what time and movie ?	tuesday	american pastoral	6	cinearts @ santana row	4:00 pm
movies_00000059	2	yes	4:00 pm , is that correct ?	tuesday	american pastoral	6	cinearts @ santana row	4:00 pm
movies_00000059	3	okay , goodbye	purchase confirmed for 6 tickets to the 4:00 pm showing of american pastoral at the cinearts @ santana row theater	tuesday	american pastoral	6	cinearts @ santana row	4:00 pm
movies_00000062	0	buy movie tickets for wednesday .		wednesday	none	none	none	none
movies_00000062	1	2 tickets for american pastoral at 6:00 pm at cinearts @ santana row .	which movie and number of tickets .	wednesday	american pastoral	2	cinearts @ santana row	6:00 pm
movies_00000062	2	accept 6:00 pm .	confirm 6:00 pm .	wednesday	american pastoral	2	cinearts @ santana row	6:00 pm
movies_00000062	3	please re - phrase .	confirmed 2 tickets for american pastoral on march 08 at 6:00 pm at cinearts @ santana row .	wednesday	american pastoral	2	cinearts @ santana row	6:00 pm
movies_00000062	4	thank you .	confirmed 2 tickets for american pastoral on march 08 at 6:00 pm at cinearts @ santana row .	wednesday	american pastoral	2	cinearts @ santana row	6:00 pm
movies_00000063	0	greetings , please show movie tickets for 8:00 pm . showtimes .		none	none	none	none	8:00 pm
movies_00000063	1	number of tickets is 3 . theater name is amc cupertino square 16 and the movie is american pastoral , the date is tomorrow .	please provide a theater name , movie and number of tickets you would want .	tomorrow	american pastoral	3	amc cupertino square 16	8:00 pm
movies_00000063	2	the time is 8:00 pm	please confirm that the time is 8:00 pm	tomorrow	american pastoral	3	amc cupertino square 16	8:00 pm
movies_00000063	3	goodbye	purchase confirmed for 3 movie tickets at the amc cupertino square 16 for march 08 at 8:00 pm .	tomorrow	american pastoral	3	amc cupertino square 16	8:00 pm
movies_00000064	0	purchase movie tickets for aquarius tonight at 4:00 pm		tonight	aquarius	none	none	4:00 pm
movies_00000064	1	the theater is amc mercado 20 for 4 people	how many tickets will you need and at what theater	tonight	aquarius	4	amc mercado 20	4:00 pm
movies_00000064	2	i do not understand . can you please repeat .	is the correct time 4:00 pm	tonight	aquarius	4	amc mercado 20	4:00 pm
movies_00000064	3	the time is 4:00 pm	is the time 4:00 pm	tonight	aquarius	4	amc mercado 20	4:00 pm
movies_00000064	4	see you later .	movie tickets confirmed at amc mercado 20 . on march 07 for 4 people and the movie is aquarius .	tonight	aquarius	4	amc mercado 20	4:00 pm
movies_00000066	0	i ' d like to buy tickets for the movie aquarius for wednesday at 6:00 pm		wednesday	aquarius	none	none	6:00 pm
movies_00000066	1	sure , i need 2 tickets for amc cupertino square 16	how many tickets would you like and for what movie theater	wednesday	aquarius	2	amc cupertino square 16	6:00 pm
movies_00000066	2	yes , 6:00 pm	great , confirming the time to be 6:00 pm	wednesday	aquarius	2	amc cupertino square 16	6:00 pm
movies_00000066	3	thanks	ok , confirming your purchase of 2 tickets to see the movie aquarius , on march march 08 at 6:00 pm at amc cupertino square 16	wednesday	aquarius	2	amc cupertino square 16	6:00 pm
movies_00000070	0	hi ! i ' d like to purchase tickets for movie aquarius at century 25 union city and xd .		none	aquarius	none	century 25 union city and xd	none
movies_00000070	1	tuesday at 6:00 pm for 6	how many tickets and what date and time would you like ?	tuesday	aquarius	6	century 25 union city and xd	6:00 pm
movies_00000070	2	yes	6:00 pm , right ?	tuesday	aquarius	6	century 25 union city and xd	6:00 pm
movies_00000070	3	thanks goodbye	confirmed , 6 tickets for 6:00 pm showing of aquarius on march 07 at the century 25 union city and xd theater	tuesday	aquarius	6	century 25 union city and xd	6:00 pm
movies_00000071	0	hi . i would like to buy 2 tickets for wednesday to see aquarius at amc newpark 12 .		wednesday	aquarius	2	amc newpark 12	none
movies_00000071	1	for 6:00 pm please .	what time would you like to go ?	wednesday	aquarius	2	amc newpark 12	6:00 pm
movies_00000071	2	yes , that ' s correct .	did you say 6:00 pm ?	wednesday	aquarius	2	amc newpark 12	6:00 pm
movies_00000071	3	thanks , bye .	i purchased 2 tickets for 6:00 pm march 08 to see aquarius at amc newpark 12 .	wednesday	aquarius	2	amc newpark 12	6:00 pm
movies_00000072	0	can you buy movie tickets		none	none	none	none	none
movies_00000072	1	i ' d like 1 ticket for avatar	how many tickets and for what movie	none	avatar	1	none	none
movies_00000072	2	sure	okay , 1 ticket for avatar	none	avatar	1	none	none
movies_00000072	3	id like them for saturday at 1 pm at amc mercado	what theater , date , and time would you like to book this for	saturday	avatar	1	amc mercado	1 pm
movies_00000072	4	on friday	sorry , i wasnt able to get 1 ticket for saturday at amc mercado	friday	avatar	1	amc mercado	1 pm
movies_00000072	5	no , how about today	i wasn ' t able to get 1 for 1 pm , how about 5 pm or 7.15 pm	today	avatar	1	amc mercado	1 pm
movies_00000072	6	yes	do you want that for today	today	avatar	1	amc mercado	1 pm
movies_00000073	0	purchase movie tickets		none	none	none	none	none
movies_00000073	1	movie name is avatar for 3 tickets	what movie would you like to see and how many tickets ?	none	avatar	3	none	none
movies_00000073	2	the movie theater is lincoln square cinemas and the time is for today	which movie theater would you like to go to and what day and time ?	today	avatar	3	lincoln square cinemas	none
movies_00000073	3	2 pm is the movie start time	what time is the showing	today	avatar	3	lincoln square cinemas	2 pm
movies_00000073	4	agree	confirm movie time is 2 pm	today	avatar	3	lincoln square cinemas	2 pm
movies_00000073	5	please select 7.15 pm	2 pm is not available , please choose between 5 pm or 7.15 pm	today	avatar	3	lincoln square cinemas	7.15 pm
movies_00000073	6	good bye	confirmation for 3 tickets for the movie avatar for today at 7.15 pm at lincoln square cinemas	today	avatar	3	lincoln square cinemas	7.15 pm
movies_00000074	0	i would like movie tickets to watch avatar .		none	avatar	none	none	none
movies_00000074	1	it doesn ' t matter	what time do you want to watch it ?	none	avatar	none	none	dontcare
movies_00000074	2	i would like 2 tickets for lincoln square cinemas tomorrow	which theater do you want to go to ?	tomorrow	avatar	2	lincoln square cinemas	dontcare
movies_00000074	3	8.30 pm	which time do you want , 5 pm , 6 pm , or 8.30 pm ?	tomorrow	avatar	2	lincoln square cinemas	8.30 pm
movies_00000074	4	bye	2 tickets for tomorrow at 8.30 pm pm for avatar at lincoln square cinemas have been purchased	tomorrow	avatar	2	lincoln square cinemas	8.30 pm
movies_00000077	0	i need to buy movie tickets .		none	none	none	none	none
movies_00000077	1	the stanford theater , 3 tickets , whenever	which theater ? what time ? how many tickets ?	none	none	3	the stanford theater	dontcare
movies_00000077	2	yes .	3 tickets ?	none	none	3	the stanford theater	dontcare
movies_00000077	3	avatar on next monday	which movie ?	next monday	avatar	3	the stanford theater	dontcare
movies_00000077	4	yes	avatar ?	next monday	avatar	3	the stanford theater	dontcare
movies_00000077	5	8.30 pm	5 pm , 6.15 pm or 8.30 pm ?	next monday	avatar	3	the stanford theater	8.30 pm
movies_00000077	6	thanks . later	done	next monday	avatar	3	the stanford theater	8.30 pm
movies_00000078	0	buy movie tickets for avatar at the aquarius theatre		none	avatar	none	aquarius	none
movies_00000078	1	i need 3 tickets for wednesday at 6 pm .	what time and how many tickets would you like ?	wednesday	avatar	3	aquarius	6 pm
movies_00000078	2	thanks ! nevermind . goodbye .	this film isn ' t showing at 6 pm . please choose from the following : 5 pm , 6.30 pm , or 7.30 pm .	wednesday	avatar	3	aquarius	6 pm
movies_00000079	0	i ' d like to buy tickets to the movie avatar at the aquarius theater		none	avatar	none	aquarius	none
movies_00000079	1	yes	you ' d like tickets to avatar at the aquarius theater ?	none	avatar	none	aquarius	none
movies_00000079	2	i ' m sorry , i didn ' t understand you	at what time ?	none	avatar	none	aquarius	none
movies_00000079	3	at 8 pm	for what time ?	none	avatar	none	aquarius	8 pm
movies_00000079	4	just 1	how many tickets would you like	none	avatar	1	aquarius	8 pm
movies_00000079	5	tonight	what day would you like ?	tonight	avatar	1	aquarius	8 pm
movies_00000079	6	yes , that ' s right	you ' d like 1 ticket for the movie avatar tonight at 8 pm at the aquarius theater ?	tonight	avatar	1	aquarius	8 pm
movies_00000079	7	bye	ok , you have 1 ticket to avatar tonight at 8 pm at the aquarius theater	tonight	avatar	1	aquarius	8 pm
movies_00000080	0	purchase tickets to avatar at amc mercado		none	avatar	none	amc mercado	none
movies_00000080	1	1 ticket	how many tickets	none	avatar	1	amc mercado	none
movies_00000080	2	at 8 pm	what time	none	avatar	1	amc mercado	8 pm
movies_00000080	3	sunday	what date	sunday	avatar	1	amc mercado	8 pm
movies_00000080	4	the time is 7.15 pm	8 pm is not an option . choose 6 pm or 6.30 pm	sunday	avatar	1	amc mercado	7.15 pm
movies_00000080	5	the day is friday	no its 6 pm or 6.30 pm	friday	avatar	1	amc mercado	7.15 pm
movies_00000082	0	i ' d like to buy tickets to see avatar		none	avatar	none	none	none
movies_00000082	1	yes	you want to see avatar ?	none	avatar	none	none	none
movies_00000082	2	i ' d like to see it at aquarius for 2 people at 1 pm	how many people are going ? what theater and at what time ?	none	avatar	2	aquarius	1 pm
movies_00000082	3	yes , that ' s correct	2 tickets for avatar at the aquarius theater ?	none	avatar	2	aquarius	1 pm
movies_00000082	4	this saturday	what date would you like to go ?	saturday	avatar	2	aquarius	1 pm
movies_00000082	5	yes	you ' d like to go this saturday ?	saturday	avatar	2	aquarius	1 pm
movies_00000082	6	no , bye	no tickets available for 1 pm . would you like to go at 5 pm or 7.30 pm ?	saturday	avatar	2	aquarius	1 pm
movies_00000083	0	can you buy tickets for avatar ?		none	avatar	none	none	none
movies_00000083	1	i would like to go to the aquarius theater . i need 2 tickets .	what theater would you like tickets for , and for how many people ?	none	avatar	2	aquarius	none
movies_00000083	2	i need tickets for wednesday at 12 pm .	what date and time do you need tickets for ?	wednesday	avatar	2	aquarius	12 pm
movies_00000083	3	yes , for wednesday at 12 pm .	for wednesday at 12 pm ?	wednesday	avatar	2	aquarius	12 pm
movies_00000083	4	ok 7 pm .	there is no showing at 12 pm , but there are showings at 7 pm , 8 pm , and 8.30 pm .	wednesday	avatar	2	aquarius	7 pm
movies_00000083	5	thanks .	ok your 2 tickets are purchased for avatar on wednesday at 7 pm at the aquarius theater .	wednesday	avatar	2	aquarius	7 pm
movies_00000085	0	can you buy movie tickets to see avatar at the aquarius theatre ?		none	avatar	none	aquarius	none
movies_00000085	1	2 tickets for sunday at 12 pm .	how many tickets ?	sunday	avatar	2	aquarius	12 pm
movies_00000085	2	7.30 pm please	12 pm is no longer available , but there is a 7.15 pm , 7.30 pm and 8 pm	sunday	avatar	2	aquarius	7.30 pm
movies_00000085	3	thank you	i got 2 tickets for avatar , sunday at 7.30 pm at the aquarius .	sunday	avatar	2	aquarius	7.30 pm
movies_00000087	0	get me movie tickets for avatar at lincoln square cinemas		none	avatar	none	lincoln square cinemas	none
movies_00000087	1	yes , the movie is avatar at lincoln square cinemas	avatar at lincoln square cinemas ?	none	avatar	none	lincoln square cinemas	none
movies_00000087	2	i want 1 ticket .	how many tickets do you want ?	none	avatar	1	lincoln square cinemas	none
movies_00000087	3	i want the tickets for today .	what day do you want the tickets for ?	today	avatar	1	lincoln square cinemas	none
movies_00000087	4	i want them for 1 pm .	what time do you want ?	today	avatar	1	lincoln square cinemas	1 pm
movies_00000087	5	nevermind , later .	can ' t do 1 pm . you want 5 pm or 8 pm ?	today	avatar	1	lincoln square cinemas	1 pm
movies_00000089	0	can you buy movie tickets		none	none	none	none	none
movies_00000089	1	i ' d like 1 ticket for avatar	how many tickets and for what movie	none	avatar	1	none	none
movies_00000089	2	sure	okay , 1 ticket for avatar	none	avatar	1	none	none
movies_00000089	3	id like them for saturday at 1 pm at amc mercado	what theater , date , and time would you like to book this for	saturday	avatar	1	amc mercado	1 pm
movies_00000089	4	on friday	sorry , i wasnt able to get 1 ticket for saturday at amc mercado	friday	avatar	1	amc mercado	1 pm
movies_00000089	5	no , how about today	i wasn ' t able to get 1 for 1 pm , how about 5 pm or 7.15 pm	today	avatar	1	amc mercado	1 pm
movies_00000089	6	yes	do you want that for today	today	avatar	1	amc mercado	1 pm
movies_00000091	0	can you please buy avatar tickets for the 12 pm showing today at shoreline theater ?		today	avatar	none	shoreline theater	12 pm
movies_00000091	1	2	how many tickets ?	today	avatar	2	shoreline theater	12 pm
movies_00000091	2	nevermind , no . goodbye	i can ' t get tickets for 12 pm , but i can for 5 pm , 7 pm or 8.30 pm	today	avatar	2	shoreline theater	12 pm
movies_00000093	0	buy tickets for avatar .		none	avatar	none	none	none
movies_00000093	1	angelika for 3 tickets	what theater and how many tickets ?	none	avatar	3	angelika	none
movies_00000093	2	tonight at 6 pm	what date and time and where ?	tonight	avatar	3	angelika	6 pm
movies_00000093	3	yes	let ' s review everything : it ' s for tonight , and it ' s 3 tickets for avatar at 6 pm at angelika theater .	tonight	avatar	3	angelika	6 pm
movies_00000093	4	bye	ok , i ' ve got you 3 tickets for tonight , for avatar at 6 pm at angelika theater .	tonight	avatar	3	angelika	6 pm
movies_00000094	0	please buy some tickets for avatar for next monday at the stanford theater		next monday	avatar	none	the stanford theater	none
movies_00000094	1	only 1 ticket , and i ' d like it for the 1 pm showing .	how many tickets are you looking for , and what showing ?	next monday	avatar	1	the stanford theater	1 pm
movies_00000094	2	no , that won ' t work , but thank you .	i can ' t get you in at 1 pm , but what about 6.30 pm or 7 pm ?	next monday	avatar	1	the stanford theater	1 pm
movies_00000097	0	tickets to avatar at the aquarius		none	avatar	none	aquarius	none
movies_00000097	1	today for 2 tickets at 2 pm	for what date , for how many people , and what time ?	today	avatar	2	aquarius	2 pm
movies_00000097	2	confirm	confirm today for 2 tickets at 2 pm	today	avatar	2	aquarius	2 pm
movies_00000097	3	6.30 pm	not available at 2 pm . choose 6 pm or 6.15 pm or 6.30 pm	today	avatar	2	aquarius	6.30 pm
movies_00000097	4	thanks	tickets bought for today for 2 for avatar at aquarius at 6.30 pm	today	avatar	2	aquarius	6.30 pm
movies_00000103	0	i want to buy tickets to see the film avatar .		none	avatar	none	none	none
movies_00000103	1	i would like to purchase 2 tickets .	how many tickets would you like to purchase ?	none	avatar	2	none	none
movies_00000103	2	yes	ok , so that ' s 2 tickets for the film avatar , correct ?	none	avatar	2	none	none
movies_00000103	3	the angelika on sunday .	what theatre would you prefer to watch avatar ?	sunday	avatar	2	angelika	none
movies_00000103	4	2 pm	what time would you like to see the film ?	sunday	avatar	2	angelika	2 pm
