6	2	what's the price range	The phone number of chiquito restaurant bar is 01223 400170 and it is on 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton .	south	mexican	none
6	3	okay thank you'll	chiquito restaurant bar is in the expensive price range	south	mexican	none
6	4	no	Can I help you with anything else?	south	mexican	none
6	5	no thank you	Can I help you with anything else?	south	mexican	none
7	0	ah i'm looking for a restaurant in the centre part of town that serves lebanese food	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	centre	lebanese	none
7	1	what's the address and phone number	ali baba is a nice place in the centre of town serving tasty lebanese food	centre	lebanese	none
7	2	phone number	Sure , ali baba is on 59 Hills Road City Centre	centre	lebanese	none
7	3	okay thank you goodbye	The phone number of ali baba is 01462 432565 .	centre	lebanese	none
8	0	moderately priced restaurant in the south part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	south	none	moderate
8	1	address phone number	pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range	south	none	moderate
8	2	yes	You are looking for a restaurant is that right?	south	none	moderate
8	3	address and phone number	pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range	south	none	moderate
8	4	thank you goodbye	Sure , pizza hut cherry hinton is on G4 Cambridge Leisure Park Clifton Way Cherry Hinton	south	none	moderate
9	0		Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	none
9	1		What part of town do you have in mind?	none	none	none
9	2	doesn't matter	What part of town do you have in mind?	dontcare	none	none
9	3	does not matter	What part of town do you have in mind?	dontcare	none	none
9	4	cheap	What part of town do you have in mind?	dontcare	none	none
9	5		Let me confirm , You are looking for a restaurant in the cheap price range right?	dontcare	none	none
9	6	cheap	Let me confirm , You are looking for a restaurant in the cheap price range right?	dontcare	none	none
9	7	the	What part of town do you have in mind?	dontcare	none	none
9	8	i don't care	What part of town do you have in mind?	dontcare	none	none
9	9	brazilian	What kind of food would you like?	dontcare	brazilian	none
9	10	gastropub	I'm sorry but there is no restaurant serving brazilian food	dontcare	brazilian	none
9	11	how about moderately price	I'm sorry but there is no restaurant serving cheap gastropub food	dontcare	brazilian	moderate
9	12	thank you goodbye	the slug and lettuce serves gastropub food	dontcare	brazilian	moderate
10	0	expensive	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	expensive
10	1	no	What part of town do you have in mind?	none	none	expensive
10	2	no	Did you say you are looking for a restaurant in the south of town?	none	none	expensive
10	3	what cheap e	Did you say you are looking for a restaurant in the south of town?	none	portuguese	expensive
10	4	portuguese	What kind of food would you like?	none	portuguese	expensive
10	5	mediterranean	I'm sorry but there is no restaurant serving expensive portuguese food	none	mediterranean	expensive
10	6	yes	Let me confirm , You are looking for a restaurant in the expensive price range right?	none	mediterranean	expensive
10	7	the address	I'm sorry but there is no mediterranean restaurant in the south of town	none	mediterranean	expensive
10	8	expensive	I'm sorry but there is no mediterranean restaurant in the south of town	none	mediterranean	expensive
10	9	okay	I'm sorry but there is no mediterranean restaurant in the south of town	none	mediterranean	expensive
10	10	okay	I'm sorry but there is no mediterranean restaurant in the south of town	none	mediterranean	expensive
10	11	what type of food	sala thong is in the expensive price range	none	mediterranean	expensive
10	12	how about mediterranean	sala thong serves thai food	none	mediterranean	expensive
10	13	the address	la mimosa serves mediterranean food in the expensive price range	none	mediterranean	expensive
10	14	phone number	Sure , la mimosa is on Thompsons Lane Fen Ditton	none	mediterranean	expensive
10	15	thank you goodbye	The phone number of la mimosa is 01223 362525 .	none	mediterranean	expensive
11	0	can we food	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	korean	none
11	1	i don't care	What part of town do you have in mind?	dontcare	korean	none
11	2	korean	What kind of food would you like?	dontcare	korean	none
11	3	address	little seoul serves korean food	dontcare	korean	none
11	4	phone number	Sure , little seoul is on 108 Regent Street City Centre	dontcare	korean	none
11	5	thank you good bye	The phone number of little seoul is 01223 308681 .	dontcare	korean	none
12	0	the moderate price moderate priced restaurant in the north part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	north	none	moderate
12	1	any	What kind of food would you like?	north	dontcare	moderate
12	2	address	meghna is a nice place in the north of town and the prices are moderate	north	dontcare	moderate
12	3	the phone number	Sure , meghna is on 205 Victoria Road Chesterton	north	dontcare	moderate
12	4	thank you goodbye	The phone number of meghna is 01223 727410 .	north	dontcare	moderate
13	0	could you give me a restaurant in the west part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	west	none	none
13	1	ah doesn't matter	Would you like something in the cheap , moderate , or expensive price range?	west	none	dontcare
13	2	expensive	Would you like something in the cheap , moderate , or expensive price range?	west	none	expensive
13	3	japanese	What kind of food would you like?	west	japanese	expensive
13	4	italian	Sorry there is no expensive restaurant in the west of town serving japanese food	west	italian	expensive
13	5	cheap	Sorry there is no expensive restaurant in the west of town serving italian food	west	italian	cheap
13	6	okay	Sorry there is no expensive restaurant in the west of town serving italian food	west	italian	cheap
13	7	west	Sorry there is no expensive restaurant in the west of town serving italian food	west	italian	cheap
13	8	moderate	Sorry there is no expensive restaurant in the west of town serving italian food	west	italian	moderate
13	9	phone number	prezzo is a nice restaurant in the west of town serving italian food	west	italian	moderate
13	10	thank you good bye	The phone number of prezzo is 01799 521260 .	west	italian	moderate
14	0	i need a restaurant serving corsica food	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	corsica	none
14	1	i need indian food	I'm sorry but there is no restaurant serving corsica food	none	indian	none
14	2	south	What part of town do you have in mind?	south	indian	none
14	3	phone number	taj tandoori is a nice place in the south of town serving tasty indian food	south	indian	none
14	4	phone number	taj tandoori is a great restaurant	south	indian	none
14	5	thank you good bye	The phone number of taj tandoori is 01223 412299 .	south	indian	none
15	0	a caribbean food	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	caribbean	none
15	1	chinese food	I am sorry but there is no caribbean restaurant that matches your request	none	thai	none
15	2	west part of town	Would you like something in the cheap , moderate , or expensive price range?	west	thai	none
15	3	chinese food	Sorry there is no chinese restaurant in the west of town	west	thai	none
15	4	thai	Sorry there is no chinese restaurant in the west of town	west	thai	none
15	5	price range	sala thong is a nice restaurant in the west of town serving thai food	west	thai	none
15	6	phone number	sala thong is in the expensive price range	west	thai	none
15	7	care	The phone number of sala thong is 01223 323178 .	west	thai	none
15	8	address	Can I help you with anything else?	west	thai	none
15	9	thank you good bye	Sure , sala thong is on 35 Newnham Road Newnham	west	thai	none
16	0	thank you a cheap restaurant in the south part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	south	none	cheap
16	1	city	What kind of food would you like?	south	dontcare	cheap
16	2	type of food	the lucky star is a nice place in the south of town and the prices are cheap	south	dontcare	cheap
16	3	type of food	the lucky star is a great restaurant	south	dontcare	cheap
16	4	the address	the lucky star serves chinese food	south	dontcare	cheap
16	5	you goodbye	Sure , the lucky star is on Cambridge Leisure Park Clifton Way Cherry Hinton	south	dontcare	cheap
17	0	and the area	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	venetian	none
17	1	centre	Would you like something in the cheap , moderate , or expensive price range?	centre	venetian	none
17	2	vegetarian	What kind of food would you like?	centre	vegetarian	none
17	3	asian oriental	Sorry there is no vegetarian restaurant in the centre of town	centre	asian oriental	none
17	4	ok	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	centre	asian oriental	none
17	5	ok	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	centre	asian oriental	none
17	6	phone number	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	centre	asian oriental	none
17	7	phone number	dojo noodle bar is a nice restaurant in the centre of town serving asian oriental food	centre	asian oriental	none
17	8	thank you good bye	The phone number of dojo noodle bar is 01223 363471 .	centre	asian oriental	none
18	0	i need a cheap restaurant in the west part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	west	none	cheap
18	1	um english	What kind of food would you like?	west	english	cheap
18	2	cheaper	I'm sorry but there is no restaurant serving english food	west	english	cheap
18	3	okay	I'm sorry but there is no restaurant serving english food	west	english	cheap
18	4	american	I'm sorry but there is no restaurant serving english food	west	north american	cheap
18	5	okay	I'm sorry but there is no restaurant serving english food	west	north american	cheap
18	6	basque	I'm sorry but there is no restaurant serving english food	west	north american	cheap
18	7	yes	Did you say you are looking for a restaurant in the west of town?	west	north american	cheap
18	8	no	You are looking for a english restaurant right?	west	north american	cheap
18	9	yes	Let me confirm , You are looking for a restaurant in the cheap price range right?	west	north american	cheap
18	10	okay	I'm sorry but there is no restaurant serving english food	west	north american	cheap
18	11	back	I'm sorry but there is no restaurant serving english food	west	north american	cheap
18	12	thank you good bye	I'm sorry but there is no restaurant serving english food	west	north american	cheap
19	0	i'm looking for a cheap restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	cheap
19	1	south	What part of town do you have in mind?	south	none	cheap
19	2	i don't care	What kind of food would you like?	south	dontcare	cheap
19	3	give the address	nandos is a nice place in the south of town and the prices are cheap	south	dontcare	cheap
19	4	phone number	Sure , nandos is on Cambridge Leisure Park Clifton Way	south	dontcare	cheap
19	5	type of food	The phone number of nandos is 01223 327908 .	south	dontcare	cheap
19	6	thank you goodbye	nandos serves portuguese food	south	dontcare	cheap
20	0	looking for a cheap restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	cheap
20	1	west	What part of town do you have in mind?	west	none	cheap
20	2	is there anything else	thanh binh is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	3	price	You are looking for a restaurant is that right?	west	none	cheap
20	4	is there anything else	thanh binh is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	5	anything else	thanh binh is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	6	any kind help	thanh binh is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	7	what's the phone number	thanh binh is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	8	is there any other restaurant	The phone number of thanh binh is 01223 362456 .	west	none	cheap
20	9	what is their phone number	la margherita is a nice restaurant in the west of town in the cheap price range	west	none	cheap
20	10	what is the address	The phone number of la margherita is 01223 315232 .	west	none	cheap
20	11	um thank you goodbye	Sure , la margherita is on 15 Magdalene Street City Centre	west	none	cheap
21	0	for a cheap restaurant in the south part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	south	none	cheap
21	1	any	What kind of food would you like?	south	dontcare	cheap
21	2	the address	the lucky star is a nice place in the south of town and the prices are cheap	south	dontcare	cheap
21	3	phone number	Sure , the lucky star is on Cambridge Leisure Park Clifton Way Cherry Hinton	south	dontcare	cheap
21	4	you goodbye	The phone number of the lucky star is 01223 244277 .	south	dontcare	cheap
22	0	cheaper restaurant in the east part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	east	none	none
22	1	reach	What kind of food would you like?	east	greek	none
22	2	greek	What kind of food would you like?	east	greek	none
22	3	indian	Sorry there is no greek restaurant in the east of town	east	indian	none
22	4	the address	rajmahal is a nice restaurant in the east of town serving indian food	east	indian	none
22	5	phone number	Sure , rajmahal is on 7 Barnwell Road Fen Ditton	east	indian	none
22	6	thank you goodbye	The phone number of rajmahal is 01223 244955 .	east	indian	none
23	0	a cheaper moderately priced restaurant in the east part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	east	none	moderate
23	1	the address	pizza hut fen ditton is a nice restaurant in the east of town in the moderate price range	east	none	moderate
23	2	cuban bar	Sure , pizza hut fen ditton is on Cambridge Retail Park Newmarket Road Fen Ditton	east	none	moderate
23	3	your good bye	pizza hut fen ditton is a nice restaurant in the east of town in the moderate price range	east	none	moderate
24	0	a cheaper moderately priced restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	moderate
24	1	any	What part of town do you have in mind?	dontcare	none	moderate
24	2	polish	What kind of food would you like?	dontcare	polish	moderate
24	3	european	I'm sorry but there is no restaurant serving polish food	dontcare	european	moderate
24	4	what's the address	galleria serves european food in the moderate price range	dontcare	european	moderate
24	5	the post code	Sure , galleria is on 33 Bridge Street	dontcare	european	moderate
24	6	you goodbye	The post code of galleria is C.B 2, 1 U.W	dontcare	european	moderate
25	0	i want to find a expensive restaurant in the south	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	south	none	expensive
25	1	any	What kind of food would you like?	south	dontcare	expensive
25	2	phone number	frankie and bennys is a nice restaurant in the south of town serving italian food	south	dontcare	expensive
25	3	post code	The phone number of frankie and bennys is 01223 412430 .	south	dontcare	expensive
25	4	you goodbye	The post code of frankie and bennys is C.B 1, 7 D.Y	south	dontcare	expensive
26	0	what's restaurant that serves indonesian food	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	indonesian	expensive
26	1	russian	Let me confirm , You are looking for a restaurant in the expensive price range right?	none	indonesian	expensive
26	2	cherry restaurant serving british food	I'm sorry but there is no restaurant serving indonesian food	none	british	expensive
26	3	i don't care	I'm sorry but there is no restaurant serving indonesian food	none	british	expensive
26	4	wrong	You are looking for a indonesian restaurant right?	none	british	expensive
26	5	i don't care	Let me confirm , You are looking for a restaurant in the expensive price range right?	none	british	dontcare
26	6	i am looking for british food	I'm sorry but there is no restaurant serving indonesian food	none	british	dontcare
26	7	price	You are looking for a british restaurant right?	none	british	dontcare
26	8	price	Let me confirm , You are looking for a restaurant in the expensive price range right?	none	british	expensive
26	9	i don't care	What part of town do you have in mind?	dontcare	british	expensive
26	10	phone number	travellers rest serves british food in the expensive price range	dontcare	british	expensive
26	11	what is the phone number	travellers rest is a great restaurant	dontcare	british	expensive
26	12	you goodbye	The phone number of travellers rest is 01223 276182 .	dontcare	british	expensive
27	0	which moderately priced restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	moderate
27	1	any	What kind of food would you like?	none	dontcare	moderate
27	2	east	What part of town do you have in mind?	east	dontcare	moderate
27	3	uh what's the phone number	rajmahal is a nice restaurant in the east of town serving indian food	east	dontcare	moderate
27	4	what's the post code	The phone number of rajmahal is 01223 244955 .	east	dontcare	moderate
27	5	price range	The post code of rajmahal is C.B 5, 8 R.G	east	dontcare	moderate
27	6	thank you goodbye	rajmahal is in the moderate price range	east	dontcare	moderate
28	0	i'm looking for a moderately priced restaurant in the east part	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	east	none	moderate
28	1	no	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	2	there another restaurant	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	3	i don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	4	is there a restaurant in the moderately price range in the east part of town	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	5	is there anything no	curry prince is in the moderate price range	east	none	moderate
28	6	there any staying help	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	7	don't care there any help	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	8	i don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	9	is there any in help	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	10	i don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	11	care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	12	oh care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	13	ok there	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	14	is there any help	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	15	do you know	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	16	i don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	17	i don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	18	don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	19	is there another	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	20	don't care	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	21	is there any help	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	22	is there any	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
28	23	thank you good	curry prince is a nice restaurant in the east of town in the moderate price range	east	none	moderate
29	0	i'm looking for a expensive restaurant in the east	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	east	none	expensive
29	1	any type of food	What kind of food would you like?	east	dontcare	expensive
29	2	what's the address	pipasha restaurant is a nice place in the east of town and the prices are expensive	east	dontcare	expensive
29	3	what type of food	Sure , pipasha restaurant is on Newmarket Road Fen Ditton	east	dontcare	expensive
29	4	you cannot	pipasha restaurant serves indian food	east	dontcare	expensive
29	5	what's the address	grafton hotel restaurant is a nice place in the east of town and the prices are expensive	east	dontcare	expensive
29	6	type of food	Sure , grafton hotel restaurant is on Grafton Hotel 619 Newmarket Road Fen Ditton	east	dontcare	expensive
29	7	type of food	grafton hotel restaurant is a great restaurant	east	dontcare	expensive
29	8	thank you goodbye	grafton hotel restaurant serves british food	east	dontcare	expensive
30	0	looking for a cheaper restaurant in the west part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	west	none	cheap
30	1	right	Let me confirm , You are looking for a restaurant in the cheap price range right?	west	none	cheap
30	2	any	What kind of food would you like?	west	dontcare	cheap
30	3	the address	la margherita is a nice place in the west of town and the prices are cheap	west	dontcare	cheap
30	4	phone number	Sure , la margherita is on 15 Magdalene Street City Centre	west	dontcare	cheap
30	5	your good bye	The phone number of la margherita is 01223 315232 .	west	dontcare	cheap
31	0		Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	none
31	1	i'm looking for a restaurant in the east part of town	What kind of food would you like?	east	none	none
31	2	i don't care	Would you like something in the cheap , moderate , or expensive price range?	east	none	dontcare
31	3	i want swiss food	curry prince is a nice restaurant in the east of town in the moderate price range	east	swiss	dontcare
31	4	how about chinese food	Sorry there is no swiss restaurant in the east of town	east	chinese	dontcare
31	5	what is the address and phone number	yu garden is a nice restaurant in the east of town serving chinese food	east	chinese	dontcare
31	6	what is the post code	The phone number of yu garden is 01223 248882 and it is on 529 Newmarket Road Fen Ditton .	east	chinese	dontcare
31	7	thank you goodbye	The post code of yu garden is C.B 5, 8 P.A	east	chinese	dontcare
32	0	i'm looking for a restaurant in the south part of town serving	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	south	none	none
32	1	i don't care	Would you like something in the cheap , moderate , or expensive price range?	south	none	dontcare
32	2	traditional food	What kind of food would you like?	south	traditional	dontcare
32	3	what about italian	Sorry there is no traditional restaurant in the south of town	south	italian	dontcare
32	4	what is the phone number and post code	frankie and bennys is a nice restaurant in the south of town serving italian food	south	italian	dontcare
32	5	thank you goodbye	The phone number of frankie and bennys is 01223 412430 and its postcode is C.B 1, 7 D.Y .	south	italian	dontcare
33	0	uh i'm looking for a moderately priced restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	moderate
33	1	i don't care	What part of town do you have in mind?	dontcare	none	moderate
33	2	world food	What kind of food would you like?	dontcare	world	moderate
33	3	how about asian oriental	I'm sorry but there is no restaurant serving world food	dontcare	asian oriental	moderate
33	4	how about asian oriental	I'm sorry but there is no restaurant serving world food	dontcare	asian oriental	moderate
33	5	what is the address	lan hong house is in the moderate price range	dontcare	asian oriental	moderate
33	6	what is the phone number	Sure , lan hong house is on 12 Norfolk Street City Centre	dontcare	asian oriental	moderate
33	7	thank you goodbye	The phone number of lan hong house is 01223 350420 .	dontcare	asian oriental	moderate
34	0	i'm looking for a moderately priced priced restaurant in the north	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	north	none	moderate
34	1	i don't care	What kind of food would you like?	north	dontcare	moderate
34	2	what's the phone number and address	meghna is a nice place in the north of town and the prices are moderate	north	dontcare	moderate
34	3	what's the address	The phone number of meghna is 01223 727410 .	north	dontcare	moderate
34	4	thank you goodbye	Sure , meghna is on 205 Victoria Road Chesterton	north	dontcare	moderate
35	0	i'm looking for a expensive restaurant in the east part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	east	none	expensive
35	1	i don't care	What kind of food would you like?	east	dontcare	expensive
35	2	is there anything else	royal standard is a nice place in the east of town and the prices are expensive	east	dontcare	expensive
35	3	the phone number	grafton hotel restaurant is a nice place in the east of town and the prices are expensive	east	dontcare	expensive
35	4	what type of food is that	The phone number of grafton hotel restaurant is 01223 241387 .	east	dontcare	expensive
35	5	thank you goodbye	grafton hotel restaurant serves british food	east	dontcare	expensive
36	0	i'm looking for a cheap restaurant in the north part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	north	none	cheap
36	1	what's the for what's the phone number	royal spice is a nice restaurant in the north of town in the cheap price range	north	none	cheap
36	2	thank you good bye	The phone number of royal spice is 01733 553355 .	north	none	cheap
37	0	i'm looking for a moderately price restaurant in the west part of town	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	west	none	moderate
37	1	is there anything else	prezzo is a nice restaurant in the west of town in the moderate price range	west	none	moderate
37	2	yes	You are looking for a restaurant is that right?	west	none	moderate
37	3	is there anything else	prezzo is a nice restaurant in the west of town in the moderate price range	west	none	moderate
37	4	is there something else	prezzo is a nice restaurant in the west of town in the moderate price range	west	none	moderate
37	5	what is the phone number	saint johns chop house is a nice restaurant in the west of town in the moderate price range	west	none	moderate
37	6	what's the address	The phone number of saint johns chop house is 01223 353110 .	west	none	moderate
37	7	thank you goodbye	Sure , saint johns chop house is on 21 - 24 Northampton Street	west	none	moderate
38	0	i'm looking for a restaurant in	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	dontcare	none	none
38	1	any area	What part of town do you have in mind?	dontcare	none	none
38	2	jamaican	What kind of food would you like?	dontcare	jamaican	none
38	3	jamaican food	What kind of food would you like?	dontcare	jamaican	none
38	4	what about thai food	I'm sorry but there is no restaurant serving jamaican food	dontcare	thai	none
38	5	what about thai food	I'm sorry but there is no restaurant serving jamaican food	dontcare	thai	none
38	6	yes	You are looking for a thai restaurant right?	dontcare	thai	none
38	7	what is the phone number	sala thong serves thai food	dontcare	thai	none
38	8	what is the price range	The phone number of sala thong is 01223 323178 .	dontcare	thai	none
38	9	thank you goodbye	sala thong is in the expensive price range	dontcare	thai	none
39	0	i'm looking for a cheap restaurant	Hello , welcome to the Cambridge restaurant system? You can ask for restaurants by area , price range or food type . How may I help you?	none	none	cheap
39	1	moroccan food	What kind of food would you like?	none	moroccan	cheap
39	2	okay how about indian food	Sorry there is no moroccan restaurant in the cheap price range	none	indian	cheap
39	3	what is the address	mahal of cambridge is a great restaurant serving indian food and it is in the cheap price range	none	indian	cheap
